Score,Flips left,Heads,Tails,Action,Reward
 54,242, 0, 0, 2,-30
 54,241, 0, 1, 0, -1
 54,240, 1, 1, 0, -1
 54,239, 2, 1, 0, -1
 54,238, 2, 2, 0, -1
 54,237, 3, 2, 0, -1
 54,236, 4, 2, 0, -1
 54,235, 5, 2, 0, -1
 54,234, 5, 3, 0, -1
 54,233, 5, 4, 0, -1
 54,232, 6, 4, 0, -1
 54,231, 7, 4, 0, -1
 54,230, 8, 4, 0, -1
 54,229, 9, 4, 0, -1
 54,228, 9, 5, 0, -1
 54,227, 9, 6, 0, -1
 54,226,10, 6, 0, -1
 54,225,11, 6, 0, -1
 54,224,11, 7, 0, -1
 54,223,12, 7, 0, -1
 54,222,13, 7, 0, -1
 54,221,14, 7, 0, -1
 54,220,14, 8, 0, -1
 54,219,15, 8, 0, -1
 54,218,15, 9, 0, -1
 54,217,16, 9, 0, -1
 54,216,16,10, 0, -1
 54,215,16,11, 0, -1
 54,214,17,11, 0, -1
 54,213,17,12, 0, -1
 54,212,18,12, 0, -1
 54,211,18,13, 0, -1
 55,226, 0, 0, 2, 15
 55,225, 1, 0, 0, -1
 55,224, 2, 0, 0, -1
 55,223, 2, 1, 0, -1
 55,222, 2, 2, 0, -1
 55,221, 2, 3, 0, -1
 55,220, 3, 3, 0, -1
 55,219, 4, 3, 0, -1
 55,218, 5, 3, 0, -1
 55,217, 6, 3, 0, -1
 55,216, 7, 3, 0, -1
 55,215, 7, 4, 0, -1
 55,214, 8, 4, 0, -1
 55,213, 8, 5, 0, -1
 55,212, 8, 6, 0, -1
 55,211, 8, 7, 0, -1
 56,226, 0, 0, 2, 15
 56,225, 1, 0, 0, -1
 56,224, 1, 1, 0, -1
 56,223, 1, 2, 0, -1
 56,222, 2, 2, 0, -1
 56,221, 2, 3, 0, -1
 56,220, 2, 4, 0, -1
 57,235, 0, 0, 2, 15
 57,234, 1, 0, 0, -1
 57,233, 1, 1, 0, -1
 57,232, 2, 1, 0, -1
 57,231, 2, 2, 0, -1
 57,230, 2, 3, 0, -1
 57,229, 2, 4, 0, -1
 58,244, 0, 0, 2, 15
 58,243, 1, 0, 0, -1
 58,242, 1, 1, 0, -1
 58,241, 2, 1, 0, -1
 58,240, 2, 2, 0, -1
 58,239, 3, 2, 0, -1
 58,238, 3, 3, 0, -1
 58,237, 3, 4, 0, -1
 58,207, 0, 0, 2,-30
 58,206, 1, 0, 0, -1
 58,205, 2, 0, 0, -1
 58,204, 3, 0, 0, -1
 59,219, 0, 0, 3, 15
 59,218, 0, 1, 0, -1
 59,217, 1, 1, 0, -1
 59,216, 2, 1, 0, -1
 59,215, 2, 2, 0, -1
 59,214, 3, 2, 0, -1
 59,213, 4, 2, 0, -1
 59,212, 5, 2, 0, -1
 59,211, 5, 3, 0, -1
 59,210, 5, 4, 0, -1
 59,209, 6, 4, 0, -1
 59,208, 7, 4, 0, -1
 59,207, 8, 4, 0, -1
 59,206, 8, 5, 0, -1
 59,205, 9, 5, 0, -1
 59,204, 9, 6, 0, -1
 59,203, 9, 7, 0, -1
 59,202, 9, 8, 0, -1
 60,217, 0, 0, 2, 15
 60,216, 1, 0, 0, -1
 60,215, 1, 1, 0, -1
 60,214, 2, 1, 0, -1
 60,213, 2, 2, 0, -1
 60,212, 3, 2, 0, -1
 60,211, 3, 3, 0, -1
 60,210, 3, 4, 0, -1
 61,225, 0, 0, 2, 15
 61,224, 1, 0, 0, -1
 61,223, 1, 1, 0, -1
 61,222, 1, 2, 0, -1
 61,221, 2, 2, 0, -1
 61,220, 2, 3, 0, -1
 61,219, 3, 3, 0, -1
 61,218, 3, 4, 0, -1
 62,233, 0, 0, 2, 15
 62,232, 0, 1, 0, -1
 62,231, 1, 1, 0, -1
 62,230, 2, 1, 0, -1
 62,229, 2, 2, 0, -1
 62,228, 2, 3, 0, -1
 62,227, 3, 3, 0, -1
 62,226, 3, 4, 0, -1
 63,241, 0, 0, 2, 15
 63,240, 0, 1, 0, -1
 63,239, 1, 1, 0, -1
 63,238, 1, 2, 0, -1
 63,237, 1, 3, 0, -1
 64,252, 0, 0, 2, 15
 64,251, 0, 1, 0, -1
 64,250, 1, 1, 0, -1
 64,249, 1, 2, 0, -1
 64,248, 2, 2, 0, -1
 64,247, 3, 2, 0, -1
 64,246, 4, 2, 0, -1
 64,245, 5, 2, 0, -1
 64,244, 6, 2, 0, -1
 64,243, 7, 2, 0, -1
 65,258, 0, 0, 3, 15
 65,257, 1, 0, 0, -1
 65,256, 2, 0, 0, -1
 65,255, 2, 1, 0, -1
 65,254, 3, 1, 0, -1
 65,253, 4, 1, 0, -1
 65,252, 5, 1, 0, -1
 65,222, 0, 0, 3,-30
 65,221, 0, 1, 0, -1
 65,220, 0, 2, 0, -1
 66,235, 0, 0, 2, 15
 66,234, 0, 1, 0, -1
 66,233, 1, 1, 0, -1
 66,232, 2, 1, 0, -1
 66,231, 2, 2, 0, -1
 66,230, 3, 2, 0, -1
 66,229, 3, 3, 0, -1
 66,228, 4, 3, 0, -1
 66,227, 5, 3, 0, -1
 66,226, 6, 3, 0, -1
 66,225, 7, 3, 0, -1
 66,224, 7, 4, 0, -1
 66,223, 8, 4, 0, -1
 66,222, 9, 4, 0, -1
 66,221,10, 4, 0, -1
 67,236, 0, 0, 3, 15
 67,235, 1, 0, 0, -1
 67,234, 1, 1, 0, -1
 67,233, 1, 2, 0, -1
 67,232, 2, 2, 0, -1
 67,231, 3, 2, 0, -1
 67,230, 4, 2, 0, -1
 67,229, 5, 2, 0, -1
 67,228, 5, 3, 0, -1
 67,227, 6, 3, 0, -1
 67,226, 6, 4, 0, -1
 67,225, 6, 5, 0, -1
 67,224, 7, 5, 0, -1
 67,223, 8, 5, 0, -1
 67,222, 9, 5, 0, -1
 67,221, 9, 6, 0, -1
 67,220, 9, 7, 0, -1
 67,219, 9, 8, 0, -1
 68,234, 0, 0, 2, 15
 68,233, 1, 0, 0, -1
 68,232, 2, 0, 0, -1
 68,231, 3, 0, 0, -1
 68,201, 0, 0, 3,-30
 68,200, 1, 0, 0, -1
 68,199, 1, 1, 0, -1
 68,198, 2, 1, 0, -1
 68,197, 2, 2, 0, -1
 68,196, 2, 3, 0, -1
 68,195, 3, 3, 0, -1
 68,194, 4, 3, 0, -1
 68,193, 5, 3, 0, -1
 68,192, 6, 3, 0, -1
 68,191, 7, 3, 0, -1
 68,190, 8, 3, 0, -1
 68,160, 0, 0, 3,-30
 68,159, 1, 0, 0, -1
 68,158, 2, 0, 0, -1
 68,157, 3, 0, 0, -1
 69,172, 0, 0, 3, 15
 69,171, 0, 1, 0, -1
 69,170, 1, 1, 0, -1
 69,169, 1, 2, 0, -1
 69,168, 2, 2, 0, -1
 69,167, 3, 2, 0, -1
 69,166, 4, 2, 0, -1
 69,165, 4, 3, 0, -1
 69,164, 4, 4, 0, -1
 69,163, 4, 5, 0, -1
 70,178, 0, 0, 2, 15
 70,177, 0, 1, 0, -1
 70,176, 1, 1, 0, -1
 70,175, 2, 1, 0, -1
 70,174, 3, 1, 0, -1
 70,173, 4, 1, 0, -1
 70,172, 5, 1, 0, -1
 71,187, 0, 0, 3, 15
 71,186, 0, 1, 0, -1
 71,185, 0, 2, 0, -1
 72,200, 0, 0, 2, 15
 72,199, 0, 1, 0, -1
 72,198, 1, 1, 0, -1
 72,197, 1, 2, 0, -1
 72,196, 2, 2, 0, -1
 72,195, 3, 2, 0, -1
 72,194, 4, 2, 0, -1
 72,193, 4, 3, 0, -1
 72,192, 4, 4, 0, -1
 72,191, 4, 5, 0, -1
 73,206, 0, 0, 2, 15
 73,205, 1, 0, 0, -1
 73,204, 1, 1, 0, -1
 73,203, 1, 2, 0, -1
 73,202, 2, 2, 0, -1
 73,201, 2, 3, 0, -1
 73,200, 3, 3, 0, -1
 73,199, 3, 4, 0, -1
 74,214, 0, 0, 2, 15
 74,213, 1, 0, 0, -1
 74,212, 2, 0, 0, -1
 74,211, 2, 1, 0, -1
 74,210, 2, 2, 0, -1
 74,209, 2, 3, 0, -1
 74,208, 2, 4, 0, -1
 75,223, 0, 0, 2, 15
 75,222, 0, 1, 0, -1
 75,221, 1, 1, 0, -1
 75,220, 2, 1, 0, -1
 75,219, 3, 1, 0, -1
 75,218, 4, 1, 0, -1
 75,217, 4, 2, 0, -1
 75,216, 5, 2, 0, -1
 75,215, 6, 2, 0, -1
 75,214, 7, 2, 0, -1
 76,229, 0, 0, 3, 15
 76,228, 1, 0, 0, -1
 76,227, 2, 0, 0, -1
 76,226, 3, 0, 0, -1
 76,196, 0, 0, 3,-30
 76,195, 0, 1, 0, -1
 76,194, 1, 1, 0, -1
 76,193, 1, 2, 0, -1
 76,192, 2, 2, 0, -1
 76,191, 3, 2, 0, -1
 76,190, 4, 2, 0, -1
 76,189, 5, 2, 0, -1
 76,188, 5, 3, 0, -1
 76,187, 5, 4, 0, -1
 76,186, 5, 5, 0, -1
 77,201, 0, 0, 2, 15
 77,200, 1, 0, 0, -1
 77,199, 2, 0, 0, -1
 77,198, 3, 0, 0, -1
 78,213, 0, 0, 3, 15
 78,212, 0, 1, 0, -1
 78,211, 1, 1, 0, -1
 78,210, 2, 1, 0, -1
 78,209, 3, 1, 0, -1
 78,208, 3, 2, 0, -1
 78,207, 3, 3, 0, -1
 78,206, 4, 3, 0, -1
 78,205, 5, 3, 0, -1
 78,204, 6, 3, 0, -1
 78,203, 7, 3, 0, -1
 78,202, 7, 4, 0, -1
 78,201, 7, 5, 0, -1
 78,200, 8, 5, 0, -1
 78,199, 9, 5, 0, -1
 78,198,10, 5, 0, -1
 78,197,10, 6, 0, -1
 78,196,10, 7, 0, -1
 78,195,11, 7, 0, -1
 78,194,12, 7, 0, -1
 78,193,13, 7, 0, -1
 78,192,13, 8, 0, -1
 78,191,14, 8, 0, -1
 78,190,14, 9, 0, -1
 78,189,14,10, 0, -1
 78,188,15,10, 0, -1
 78,187,15,11, 0, -1
 78,186,15,12, 0, -1
 79,201, 0, 0, 2, 15
 79,200, 0, 1, 0, -1
 79,199, 1, 1, 0, -1
 79,198, 2, 1, 0, -1
 79,197, 3, 1, 0, -1
 79,196, 4, 1, 0, -1
 79,195, 5, 1, 0, -1
 80,210, 0, 0, 3, 15
 80,209, 0, 1, 0, -1
 80,208, 0, 2, 0, -1
 80,178, 0, 0, 2,-30
 80,177, 1, 0, 0, -1
 80,176, 2, 0, 0, -1
 80,175, 3, 0, 0, -1
 81,190, 0, 0, 3, 15
 81,189, 1, 0, 0, -1
 81,188, 1, 1, 0, -1
 81,187, 2, 1, 0, -1
 81,186, 3, 1, 0, -1
 81,185, 3, 2, 0, -1
 81,184, 3, 3, 0, -1
 81,183, 3, 4, 0, -1
 82,198, 0, 0, 2, 15
 82,197, 1, 0, 0, -1
 82,196, 1, 1, 0, -1
 82,195, 2, 1, 0, -1
 82,194, 3, 1, 0, -1
 82,193, 4, 1, 0, -1
 82,192, 4, 2, 0, -1
 82,191, 5, 2, 0, -1
 82,190, 5, 3, 0, -1
 82,189, 5, 4, 0, -1
 82,188, 5, 5, 0, -1
 83,203, 0, 0, 2, 15
 83,202, 1, 0, 0, -1
 83,201, 1, 1, 0, -1
 83,200, 2, 1, 0, -1
 83,199, 3, 1, 0, -1
 83,198, 3, 2, 0, -1
 83,197, 4, 2, 0, -1
 83,196, 4, 3, 0, -1
 83,195, 5, 3, 0, -1
 83,194, 6, 3, 0, -1
 83,193, 6, 4, 0, -1
 83,192, 6, 5, 0, -1
 83,191, 6, 6, 0, -1
 84,206, 0, 0, 2, 15
 84,205, 0, 1, 0, -1
 84,204, 0, 2, 0, -1
 85,219, 0, 0, 2, 15
 85,218, 0, 1, 0, -1
 85,217, 0, 2, 0, -1
 86,232, 0, 0, 2, 15
 86,231, 1, 0, 0, -1
 86,230, 2, 0, 0, -1
 86,229, 3, 0, 0, -1
 87,244, 0, 0, 3, 15
 87,243, 0, 1, 0, -1
 87,242, 1, 1, 0, -1
 87,241, 1, 2, 0, -1
 87,240, 2, 2, 0, -1
 87,239, 3, 2, 0, -1
 87,238, 4, 2, 0, -1
 87,237, 5, 2, 0, -1
 87,236, 6, 2, 0, -1
 87,235, 6, 3, 0, -1
 87,234, 6, 4, 0, -1
 87,233, 6, 5, 0, -1
 87,232, 6, 6, 0, -1
 88,247, 0, 0, 2, 15
 88,246, 1, 0, 0, -1
 88,245, 2, 0, 0, -1
 88,244, 3, 0, 0, -1
 89,259, 0, 0, 3, 15
 89,258, 1, 0, 0, -1
 89,257, 2, 0, 0, -1
 89,256, 3, 0, 0, -1
 89,226, 0, 0, 3,-30
 89,225, 0, 1, 0, -1
 89,224, 0, 2, 0, -1
 89,194, 0, 0, 2,-30
 89,193, 1, 0, 0, -1
 89,192, 2, 0, 0, -1
 89,191, 3, 0, 0, -1
 90,206, 0, 0, 3, 15
 90,205, 0, 1, 0, -1
 90,204, 1, 1, 0, -1
 90,203, 1, 2, 0, -1
 90,202, 2, 2, 0, -1
 90,201, 2, 3, 0, -1
 90,200, 2, 4, 0, -1
 91,215, 0, 0, 2, 15
 91,214, 0, 1, 0, -1
 91,213, 0, 2, 0, -1
 92,228, 0, 0, 2, 15
 92,227, 0, 1, 0, -1
 92,226, 0, 2, 0, -1
 93,241, 0, 0, 2, 15
 93,240, 1, 0, 0, -1
 93,239, 2, 0, 0, -1
 93,238, 3, 0, 0, -1
 94,253, 0, 0, 3, 15
 94,252, 1, 0, 0, -1
 94,251, 2, 0, 0, -1
 94,250, 3, 0, 0, -1
 95,265, 0, 0, 3, 15
 95,264, 1, 0, 0, -1
 95,263, 2, 0, 0, -1
 95,262, 3, 0, 0, -1
 95,232, 0, 0, 3,-30
 95,231, 1, 0, 0, -1
 95,230, 1, 1, 0, -1
 95,229, 1, 2, 0, -1
 95,228, 1, 3, 0, -1
 96,243, 0, 0, 2, 15
 96,242, 0, 1, 0, -1
 96,241, 0, 2, 0, -1
 97,256, 0, 0, 2, 15
 97,255, 0, 1, 0, -1
 97,254, 1, 1, 0, -1
 97,253, 2, 1, 0, -1
 97,252, 2, 2, 0, -1
 97,251, 3, 2, 0, -1
 97,250, 3, 3, 0, -1
 97,249, 3, 4, 0, -1
 98,264, 0, 0, 2, 15
 98,263, 1, 0, 0, -1
 98,262, 1, 1, 0, -1
 98,261, 1, 2, 0, -1
 98,260, 2, 2, 0, -1
 98,259, 2, 3, 0, -1
 98,258, 3, 3, 0, -1
 98,257, 3, 4, 0, -1
 99,272, 0, 0, 2, 15
 99,271, 1, 0, 0, -1
 99,270, 1, 1, 0, -1
 99,269, 2, 1, 0, -1
 99,268, 2, 2, 0, -1
 99,267, 3, 2, 0, -1
 99,266, 3, 3, 0, -1
 99,265, 3, 4, 0, -1
100,280, 0, 0, 2, 15
100,279, 0, 1, 0, -1
100,278, 1, 1, 0, -1
100,277, 2, 1, 0, -1
100,276, 2, 2, 0, -1
100,275, 3, 2, 0, -1
100,274, 4, 2, 0, -1
100,273, 5, 2, 0, -1
100,272, 6, 2, 0, -1
100,271, 6, 3, 0, -1
100,270, 6, 4, 0, -1
100,269, 7, 4, 0, -1
100,268, 7, 5, 0, -1
100,267, 7, 6, 0, -1
100,266, 8, 6, 0, -1
100,265, 9, 6, 0, -1
100,264,10, 6, 0, -1
100,263,11, 6, 0, -1
100,262,12, 6, 0, -1
100,261,13, 6, 0, -1
101,276, 0, 0, 3, 15
101,275, 1, 0, 0, -1
101,274, 1, 1, 0, -1
101,273, 2, 1, 0, -1
101,272, 3, 1, 0, -1
101,271, 4, 1, 0, -1
101,270, 5, 1, 0, -1
102,285, 0, 0, 3, 15
102,284, 1, 0, 0, -1
102,283, 2, 0, 0, -1
102,282, 2, 1, 0, -1
102,281, 2, 2, 0, -1
102,280, 3, 2, 0, -1
102,279, 3, 3, 0, -1
102,278, 4, 3, 0, -1
102,277, 4, 4, 0, -1
102,276, 4, 5, 0, -1
102,246, 0, 0, 2,-30
102,245, 0, 1, 0, -1
102,244, 1, 1, 0, -1
102,243, 1, 2, 0, -1
102,242, 1, 3, 0, -1
103,257, 0, 0, 2, 15
103,256, 1, 0, 0, -1
103,255, 1, 1, 0, -1
103,254, 1, 2, 0, -1
103,253, 1, 3, 0, -1
104,268, 0, 0, 2, 15
104,267, 0, 1, 0, -1
104,266, 0, 2, 0, -1
105,281, 0, 0, 2, 15
105,280, 1, 0, 0, -1
105,279, 2, 0, 0, -1
105,278, 3, 0, 0, -1
106,293, 0, 0, 3, 15
106,292, 1, 0, 0, -1
106,291, 2, 0, 0, -1
106,290, 3, 0, 0, -1
107,305, 0, 0, 3, 15
107,304, 0, 1, 0, -1
107,303, 1, 1, 0, -1
107,302, 2, 1, 0, -1
107,301, 3, 1, 0, -1
107,300, 3, 2, 0, -1
107,299, 3, 3, 0, -1
107,298, 4, 3, 0, -1
107,297, 5, 3, 0, -1
107,296, 6, 3, 0, -1
107,295, 6, 4, 0, -1
107,294, 6, 5, 0, -1
107,293, 7, 5, 0, -1
107,292, 7, 6, 0, -1
107,291, 7, 7, 0, -1
108,306, 0, 0, 2, 15
108,305, 1, 0, 0, -1
108,304, 2, 0, 0, -1
108,303, 2, 1, 0, -1
108,302, 3, 1, 0, -1
108,301, 4, 1, 0, -1
108,300, 5, 1, 0, -1
108,270, 0, 0, 3,-30
108,269, 1, 0, 0, -1
108,268, 2, 0, 0, -1
108,267, 2, 1, 0, -1
108,266, 3, 1, 0, -1
108,265, 4, 1, 0, -1
108,264, 5, 1, 0, -1
109,279, 0, 0, 3, 15
109,278, 1, 0, 0, -1
109,277, 2, 0, 0, -1
109,276, 3, 0, 0, -1
110,291, 0, 0, 3, 15
110,290, 0, 1, 0, -1
110,289, 1, 1, 0, -1
110,288, 1, 2, 0, -1
110,287, 1, 3, 0, -1
111,302, 0, 0, 2, 15
111,301, 1, 0, 0, -1
111,300, 2, 0, 0, -1
111,299, 2, 1, 0, -1
111,298, 2, 2, 0, -1
111,297, 2, 3, 0, -1
111,296, 2, 4, 0, -1
112,311, 0, 0, 2, 15
112,310, 1, 0, 0, -1
112,309, 1, 1, 0, -1
112,308, 1, 2, 0, -1
112,307, 1, 3, 0, -1
113,322, 0, 0, 2, 15
113,321, 1, 0, 0, -1
113,320, 2, 0, 0, -1
113,319, 3, 0, 0, -1
114,334, 0, 0, 3, 15
114,333, 0, 1, 0, -1
114,332, 1, 1, 0, -1
114,331, 1, 2, 0, -1
114,330, 1, 3, 0, -1
115,345, 0, 0, 2, 15
115,344, 1, 0, 0, -1
115,343, 2, 0, 0, -1
115,342, 3, 0, 0, -1
116,357, 0, 0, 3, 15
116,356, 0, 1, 0, -1
116,355, 1, 1, 0, -1
116,354, 2, 1, 0, -1
116,353, 2, 2, 0, -1
116,352, 2, 3, 0, -1
116,351, 3, 3, 0, -1
116,350, 3, 4, 0, -1
117,365, 0, 0, 2, 15
117,364, 0, 1, 0, -1
117,363, 1, 1, 0, -1
117,362, 1, 2, 0, -1
117,361, 1, 3, 0, -1
118,376, 0, 0, 2, 15
118,375, 0, 1, 0, -1
118,374, 0, 2, 0, -1
119,389, 0, 0, 2, 15
119,388, 1, 0, 0, -1
119,387, 1, 1, 0, -1
119,386, 2, 1, 0, -1
119,385, 2, 2, 0, -1
119,384, 3, 2, 0, -1
119,383, 4, 2, 0, -1
119,382, 5, 2, 0, -1
119,381, 5, 3, 0, -1
119,380, 5, 4, 0, -1
119,379, 6, 4, 0, -1
119,378, 7, 4, 0, -1
119,377, 8, 4, 0, -1
119,376, 8, 5, 0, -1
119,375, 9, 5, 0, -1
119,374,10, 5, 0, -1
119,373,11, 5, 0, -1
119,372,12, 5, 0, -1
120,387, 0, 0, 3, 15
120,386, 1, 0, 0, -1
120,385, 2, 0, 0, -1
120,384, 3, 0, 0, -1
121,399, 0, 0, 3, 15
121,398, 0, 1, 0, -1
121,397, 1, 1, 0, -1
121,396, 1, 2, 0, -1
121,395, 1, 3, 0, -1
122,410, 0, 0, 2, 15
122,409, 0, 1, 0, -1
122,408, 0, 2, 0, -1
122,378, 0, 0, 2,-30
122,377, 0, 1, 0, -1
122,376, 1, 1, 0, -1
122,375, 2, 1, 0, -1
122,374, 3, 1, 0, -1
122,373, 3, 2, 0, -1
122,372, 4, 2, 0, -1
122,371, 5, 2, 0, -1
122,370, 6, 2, 0, -1
122,369, 7, 2, 0, -1
123,384, 0, 0, 3, 15
123,383, 0, 1, 0, -1
123,382, 1, 1, 0, -1
123,381, 1, 2, 0, -1
123,380, 1, 3, 0, -1
124,395, 0, 0, 2, 15
124,394, 0, 1, 0, -1
124,393, 0, 2, 0, -1
124,363, 0, 0, 2,-30
124,362, 0, 1, 0, -1
124,361, 0, 2, 0, -1
125,376, 0, 0, 2, 15
125,375, 1, 0, 0, -1
125,374, 2, 0, 0, -1
125,373, 3, 0, 0, -1
125,343, 0, 0, 3,-30
125,342, 0, 1, 0, -1
125,341, 1, 1, 0, -1
125,340, 1, 2, 0, -1
125,339, 2, 2, 0, -1
125,338, 2, 3, 0, -1
125,337, 3, 3, 0, -1
125,336, 3, 4, 0, -1
126,351, 0, 0, 2, 15
126,350, 1, 0, 0, -1
126,349, 2, 0, 0, -1
126,348, 3, 0, 0, -1
127,363, 0, 0, 3, 15
127,362, 1, 0, 0, -1
127,361, 2, 0, 0, -1
127,360, 2, 1, 0, -1
127,359, 3, 1, 0, -1
127,358, 4, 1, 0, -1
127,357, 5, 1, 0, -1
128,372, 0, 0, 3, 15
128,371, 1, 0, 0, -1
128,370, 2, 0, 0, -1
128,369, 3, 0, 0, -1
129,384, 0, 0, 3, 15
129,383, 1, 0, 0, -1
129,382, 1, 1, 0, -1
129,381, 1, 2, 0, -1
129,380, 2, 2, 0, -1
129,379, 3, 2, 0, -1
129,378, 4, 2, 0, -1
129,377, 4, 3, 0, -1
129,376, 5, 3, 0, -1
129,375, 6, 3, 0, -1
129,374, 7, 3, 0, -1
129,373, 7, 4, 0, -1
129,372, 8, 4, 0, -1
129,371, 9, 4, 0, -1
129,370,10, 4, 0, -1
129,340, 0, 0, 3,-30
129,339, 0, 1, 0, -1
129,338, 1, 1, 0, -1
129,337, 2, 1, 0, -1
129,336, 3, 1, 0, -1
129,335, 4, 1, 0, -1
129,334, 5, 1, 0, -1
130,349, 0, 0, 3, 15
130,348, 1, 0, 0, -1
130,347, 2, 0, 0, -1
130,346, 2, 1, 0, -1
130,345, 2, 2, 0, -1
130,344, 3, 2, 0, -1
130,343, 4, 2, 0, -1
130,342, 4, 3, 0, -1
130,341, 4, 4, 0, -1
130,340, 4, 5, 0, -1
131,355, 0, 0, 2, 15
131,354, 1, 0, 0, -1
131,353, 2, 0, 0, -1
131,352, 2, 1, 0, -1
131,351, 3, 1, 0, -1
131,350, 3, 2, 0, -1
131,349, 3, 3, 0, -1
131,348, 4, 3, 0, -1
131,347, 4, 4, 0, -1
131,346, 5, 4, 0, -1
131,345, 5, 5, 0, -1
132,360, 0, 0, 2, 15
132,359, 1, 0, 0, -1
132,358, 1, 1, 0, -1
132,357, 2, 1, 0, -1
132,356, 3, 1, 0, -1
132,355, 3, 2, 0, -1
132,354, 3, 3, 0, -1
132,353, 3, 4, 0, -1
132,323, 0, 0, 2,-30
132,322, 1, 0, 0, -1
132,321, 1, 1, 0, -1
132,320, 2, 1, 0, -1
132,319, 3, 1, 0, -1
132,318, 4, 1, 0, -1
132,317, 4, 2, 0, -1
132,316, 5, 2, 0, -1
132,315, 5, 3, 0, -1
132,314, 6, 3, 0, -1
132,313, 6, 4, 0, -1
132,312, 6, 5, 0, -1
132,311, 6, 6, 0, -1
133,326, 0, 0, 2, 15
133,325, 1, 0, 0, -1
133,324, 2, 0, 0, -1
133,323, 2, 1, 0, -1
133,322, 3, 1, 0, -1
133,321, 4, 1, 0, -1
133,320, 5, 1, 0, -1
134,335, 0, 0, 3, 15
134,334, 1, 0, 0, -1
134,333, 2, 0, 0, -1
134,332, 3, 0, 0, -1
134,302, 0, 0, 3,-30
134,301, 1, 0, 0, -1
134,300, 2, 0, 0, -1
134,299, 3, 0, 0, -1
135,314, 0, 0, 3, 15
135,313, 1, 0, 0, -1
135,312, 2, 0, 0, -1
135,311, 2, 1, 0, -1
135,310, 3, 1, 0, -1
135,309, 3, 2, 0, -1
135,308, 4, 2, 0, -1
135,307, 4, 3, 0, -1
135,306, 4, 4, 0, -1
135,305, 5, 4, 0, -1
135,304, 5, 5, 0, -1
136,319, 0, 0, 2, 15
136,318, 0, 1, 0, -1
136,317, 1, 1, 0, -1
136,316, 2, 1, 0, -1
136,315, 3, 1, 0, -1
136,314, 4, 1, 0, -1
136,313, 5, 1, 0, -1
137,328, 0, 0, 3, 15
137,327, 0, 1, 0, -1
137,326, 0, 2, 0, -1
137,296, 0, 0, 2,-30
137,295, 1, 0, 0, -1
137,294, 2, 0, 0, -1
137,293, 3, 0, 0, -1
137,263, 0, 0, 3,-30
137,262, 0, 1, 0, -1
137,261, 1, 1, 0, -1
137,260, 2, 1, 0, -1
137,259, 2, 2, 0, -1
137,258, 3, 2, 0, -1
137,257, 3, 3, 0, -1
137,256, 4, 3, 0, -1
137,255, 5, 3, 0, -1
137,254, 5, 4, 0, -1
137,253, 6, 4, 0, -1
137,252, 6, 5, 0, -1
137,251, 7, 5, 0, -1
137,250, 8, 5, 0, -1
137,249, 8, 6, 0, -1
137,248, 9, 6, 0, -1
137,247,10, 6, 0, -1
137,246,10, 7, 0, -1
137,245,10, 8, 0, -1
138,260, 0, 0, 2, 15
138,259, 1, 0, 0, -1
138,258, 2, 0, 0, -1
138,257, 2, 0, 0, -1
138,256, 3, 1, 0, -1
138,255, 3, 2, 0, -1
138,254, 4, 2, 0, -1
138,253, 4, 3, 0, -1
138,252, 4, 4, 0, -1
138,251, 5, 4, 0, -1
138,250, 6, 4, 0, -1
138,249, 6, 5, 0, -1
138,248, 7, 5, 0, -1
138,247, 7, 0, 0, -1
138,217, 0, 0, 3,-30
138,216, 1, 0, 0, -1
138,215, 2, 0, 0, -1
138,214, 2, 1, 0, -1
138,213, 3, 1, 0, -1
138,212, 3, 2, 0, -1
138,211, 4, 2, 0, -1
138,210, 4, 3, 0, -1
138,209, 5, 3, 0, -1
138,208, 6, 3, 0, -1
138,207, 7, 3, 0, -1
138,206, 7, 4, 0, -1
138,205, 8, 4, 0, -1
138,204, 9, 4, 0, -1
138,203,10, 4, 0, -1
139,218, 0, 0, 3, 15
139,217, 0, 1, 0, -1
139,216, 1, 1, 0, -1
139,215, 2, 1, 0, -1
139,214, 3, 1, 0, -1
139,213, 3, 2, 0, -1
139,212, 3, 3, 0, -1
139,211, 4, 3, 0, -1
139,210, 5, 3, 0, -1
139,209, 6, 3, 0, -1
139,208, 7, 3, 0, -1
139,207, 8, 3, 0, -1
140,222, 0, 0, 3, 15
140,221, 1, 0, 0, -1
140,220, 1, 1, 0, -1
140,219, 2, 1, 0, -1
140,218, 2, 2, 0, -1
140,217, 2, 3, 0, -1
140,216, 3, 3, 0, -1
140,215, 3, 4, 0, -1
141,230, 0, 0, 2, 15
141,229, 1, 0, 0, -1
141,228, 2, 0, 0, -1
141,227, 3, 0, 0, -1
142,242, 0, 0, 3, 15
142,241, 1, 0, 0, -1
142,240, 1, 1, 0, -1
142,239, 2, 1, 0, -1
142,238, 2, 2, 0, -1
142,237, 2, 3, 0, -1
142,236, 2, 4, 0, -1
143,251, 0, 0, 2, 15
143,250, 0, 1, 0, -1
143,249, 1, 1, 0, -1
143,248, 2, 1, 0, -1
143,247, 2, 2, 0, -1
143,246, 2, 3, 0, -1
143,245, 2, 4, 0, -1
144,260, 0, 0, 2, 15
144,259, 1, 0, 0, -1
144,258, 2, 0, 0, -1
144,257, 2, 1, 0, -1
144,256, 2, 2, 0, -1
144,255, 2, 3, 0, -1
144,254, 3, 3, 0, -1
