Score,Flips left,Heads,Tails,Action,Reward
 35,108, 2, 0, 0, -1
 35,107, 3, 0, 0, -1
 36,122, 0, 0, 3, 15
 36,121, 1, 0, 0, -1
 36,120, 2, 0, 0, -1
 36,119, 2, 1, 0, -1
 36,118, 3, 1, 0, -1
 36,117, 4, 1, 0, -1
 36,116, 4, 2, 0, -1
 36,115, 5, 2, 0, -1
 36,114, 6, 2, 0, -1
 36,113, 7, 2, 0, -1
 37,128, 0, 0, 3, 15
 37,127, 0, 1, 0, -1
 37,126, 1, 1, 0, -1
 37,125, 1, 2, 0, -1
 37,124, 1, 3, 0, -1
 38,139, 0, 0, 2, 15
 38,138, 1, 0, 0, -1
 38,137, 1, 1, 0, -1
 38,136, 1, 2, 0, -1
 38,135, 2, 2, 0, -1
 38,134, 3, 2, 0, -1
 38,133, 4, 2, 0, -1
 38,132, 5, 2, 0, -1
 38,131, 6, 2, 0, -1
 38,130, 6, 3, 0, -1
 38,129, 7, 3, 0, -1
 38,128, 8, 3, 0, -1
 38, 98, 0, 0, 3,-30
 38, 97, 0, 1, 0, -1
 38, 96, 1, 1, 0, -1
 38, 95, 2, 1, 0, -1
 38, 94, 3, 1, 0, -1
 38, 93, 4, 1, 0, -1
 38, 92, 5, 1, 0, -1
 38, 62, 0, 0, 3,-30
 38, 61, 1, 0, 0, -1
 38, 60, 2, 0, 0, -1
 38, 59, 2, 1, 0, -1
 38, 58, 2, 2, 0, -1
 38, 57, 3, 2, 0, -1
 38, 56, 3, 3, 0, -1
 38, 55, 4, 3, 0, -1
 38, 54, 5, 3, 0, -1
 38, 53, 6, 3, 0, -1
 38, 52, 6, 4, 0, -1
 38, 51, 7, 4, 0, -1
 38, 50, 8, 4, 0, -1
 38, 49, 9, 4, 0, -1
 38, 48, 9, 5, 0, -1
 38, 47, 9, 6, 0, -1
 38, 46, 9, 7, 0, -1
 38, 45, 9, 8, 0, -1
 39, 60, 0, 0, 2, 15
 39, 59, 0, 1, 0, -1
 39, 58, 1, 1, 0, -1
 39, 57, 1, 2, 0, -1
 39, 56, 1, 3, 0, -1
 40, 71, 0, 0, 2, 15
 40, 70, 1, 0, 0, -1
 40, 69, 1, 1, 0, -1
 40, 68, 1, 2, 0, -1
 40, 67, 2, 2, 0, -1
 40, 66, 3, 2, 0, -1
 40, 65, 4, 2, 0, -1
 40, 64, 5, 2, 0, -1
 40, 63, 6, 2, 0, -1
 40, 62, 6, 3, 0, -1
 40, 61, 6, 4, 0, -1
 40, 60, 7, 4, 0, -1
 40, 59, 7, 5, 0, -1
 40, 58, 8, 5, 0, -1
 40, 57, 9, 5, 0, -1
 40, 56,10, 5, 0, -1
 40, 55,11, 5, 0, -1
 40, 54,11, 6, 0, -1
 40, 53,12, 6, 0, -1
 40, 52,12, 7, 0, -1
 40, 51,13, 7, 0, -1
 40, 50,14, 7, 0, -1
 40, 49,15, 7, 0, -1
 41, 64, 0, 0, 3, 15
 41, 63, 1, 0, 0, -1
 41, 62, 2, 0, 0, -1
 41, 61, 3, 0, 0, -1
 41, 31, 0, 0, 3,-30
 41, 30, 0, 1, 0, -1
 41, 29, 1, 1, 0, -1
 41, 28, 2, 1, 0, -1
 41, 27, 3, 1, 0, -1
 41, 26, 4, 1, 0, -1
 41, 25, 5, 1, 0, -1
 42, 40, 0, 0, 3, 15
 42, 39, 1, 0, 0, -1
 42, 38, 2, 0, 0, -1
 42, 37, 3, 0, 0, -1
 43, 52, 0, 0, 3, 15
 43, 51, 0, 1, 0, -1
 43, 50, 0, 2, 0, -1
 43, 20, 0, 0, 2,-30
 43, 19, 1, 0, 0, -1
 43, 18, 2, 0, 0, -1
 43, 17, 2, 1, 0, -1
 43, 16, 2, 2, 0, -1
 43, 15, 2, 3, 0, -1
 43, 14, 3, 3, 0, -1
 43, 13, 3, 4, 0, -1
 44, 28, 0, 0, 2, 15
 44, 27, 1, 0, 0, -1
 44, 26, 1, 1, 0, -1
 44, 25, 2, 1, 0, -1
 44, 24, 2, 2, 0, -1
 44, 23, 2, 3, 0, -1
 44, 22, 2, 4, 0, -1
 45, 37, 0, 0, 2, 15
 45, 36, 1, 0, 0, -1
 45, 35, 1, 1, 0, -1
 45, 34, 2, 1, 0, -1
 45, 33, 3, 1, 0, -1
 45, 32, 4, 1, 0, -1
 45, 31, 5, 1, 0, -1
 45,  1, 0, 0, 3,-30
 45,  0, 1, 0, 0, -1
 45, 30, 0, 0, 3, 30
  0, 99, 1, 0, 0, -1
  0, 98, 2, 0, 0, -1
  0, 97, 3, 0, 0, -1
  1,112, 0, 0, 3, 15
  1,112, 0, 0, 0,  0
  1,111, 1, 0, 0, -1
  1,110, 1, 1, 0, -1
  1,109, 1, 2, 0, -1
  1,108, 1, 3, 0, -1
  2,123, 0, 0, 2, 15
  2,123, 0, 0, 0,  0
  2,122, 1, 0, 0, -1
  2,121, 2, 0, 0, -1
  2,120, 2, 1, 0, -1
  2,119, 2, 2, 0, -1
  2,118, 2, 3, 0, -1
  2,117, 3, 3, 0, -1
  2,116, 4, 3, 0, -1
  2,115, 4, 4, 0, -1
  2,114, 5, 4, 0, -1
  2,113, 6, 4, 0, -1
  2,112, 7, 4, 0, -1
  2,111, 7, 5, 0, -1
  2,110, 8, 5, 0, -1
  2,109, 9, 5, 0, -1
  2,108, 9, 6, 0, -1
  2,107, 9, 7, 0, -1
  2,106,10, 7, 0, -1
  2,105,10, 8, 0, -1
  2,119, 0, 0, 2, 14
  3,120, 0, 0, 0,  1
  3,119, 1, 0, 0, -1
  3,118, 1, 1, 0, -1
  3,117, 2, 1, 0, -1
  3,116, 3, 1, 0, -1
  3,115, 4, 1, 0, -1
  3,114, 5, 1, 0, -1
  4,129, 0, 0, 3, 15
  4,129, 0, 0, 0,  0
  4,128, 1, 0, 0, -1
  4,127, 1, 1, 0, -1
  4,126, 1, 2, 0, -1
  4,125, 2, 2, 0, -1
  4,124, 3, 2, 0, -1
  4,123, 4, 2, 0, -1
  4,122, 4, 3, 0, -1
  4,121, 5, 3, 0, -1
  4,120, 6, 3, 0, -1
  4,119, 7, 3, 0, -1
  4,118, 7, 4, 0, -1
  4,117, 8, 4, 0, -1
  4,116, 9, 4, 0, -1
  4,115, 9, 5, 0, -1
  4,114,10, 5, 0, -1
  4,113,10, 6, 0, -1
  4,112,11, 6, 0, -1
  4,111,11, 7, 0, -1
  4,110,12, 7, 0, -1
  4,109,13, 7, 0, -1
  4,108,13, 8, 0, -1
  4,107,14, 8, 0, -1
  4,106,15, 8, 0, -1
  4,105,15, 9, 0, -1
  4,104,16, 9, 0, -1
  4,103,17, 9, 0, -1
  4,102,18, 9, 0, -1
  4, 72, 0, 0, 3,-30
  4, 72, 0, 0, 0,  0
  4, 71, 1, 0, 0, -1
  4, 70, 1, 1, 0, -1
  4, 69, 1, 2, 0, -1
  4, 68, 1, 3, 0, -1
  5, 83, 0, 0, 2, 15
  5, 83, 0, 0, 0,  0
  5, 82, 0, 1, 0, -1
  5, 81, 1, 1, 0, -1
  5, 80, 2, 1, 0, -1
  5, 79, 2, 2, 0, -1
  5, 78, 3, 2, 0, -1
  5, 77, 3, 3, 0, -1
  5, 76, 3, 4, 0, -1
  6, 91, 0, 0, 2, 15
  6, 91, 0, 0, 0,  0
  6, 90, 1, 0, 0, -1
  6, 89, 1, 1, 0, -1
  6, 88, 2, 1, 0, -1
  6, 87, 2, 2, 0, -1
  6, 86, 2, 3, 0, -1
  6, 85, 3, 3, 0, -1
  6, 84, 4, 3, 0, -1
  6, 83, 4, 4, 0, -1
  6, 82, 5, 4, 0, -1
  6, 81, 6, 4, 0, -1
  6, 80, 6, 5, 0, -1
  6, 79, 6, 6, 0, -1
  6, 49, 0, 0, 2,-30
  6, 49, 0, 0, 0,  0
  6, 48, 1, 0, 0, -1
  6, 47, 1, 1, 0, -1
  6, 46, 2, 1, 0, -1
  6, 45, 2, 2, 0, -1
  6, 44, 3, 2, 0, -1
  6, 43, 4, 2, 0, -1
  6, 42, 5, 2, 0, -1
  6, 41, 5, 3, 0, -1
  6, 40, 5, 4, 0, -1
  6, 39, 5, 5, 0, -1
  7, 54, 0, 0, 2, 15
  7, 53, 0, 1, 0, -1
  7, 52, 0, 2, 0, -1
  8, 67, 0, 0, 2, 15
  8, 66, 1, 0, 0, -1
  8, 65, 2, 0, 0, -1
  8, 64, 2, 1, 0, -1
  8, 63, 3, 1, 0, -1
  8, 62, 3, 2, 0, -1
  8, 61, 4, 2, 0, -1
  8, 60, 5, 2, 0, -1
  8, 59, 5, 3, 0, -1
  8, 58, 6, 3, 0, -1
  8, 57, 7, 3, 0, -1
  8, 56, 8, 3, 0, -1
  8, 26, 0, 0, 3,-30
  8, 25, 0, 1, 0, -1
  8, 24, 1, 1, 0, -1
  8, 23, 2, 1, 0, -1
  8, 22, 2, 2, 0, -1
  8, 21, 3, 2, 0, -1
  8, 20, 3, 3, 0, -1
  8, 19, 3, 4, 0, -1
  8, 11, 0, 0, 2, -8
  0, 99, 1, 0, 0, -1
  0, 98, 2, 0, 0, -1
  0, 97, 2, 1, 0, -1
  0, 96, 2, 2, 0, -1
  0, 95, 3, 2, 0, -1
  0, 94, 3, 3, 0, -1
  0, 93, 3, 4, 0, -1
  1,108, 0, 0, 2, 15
  1,108, 0, 0, 0,  0
  1,107, 1, 0, 0, -1
  1,106, 2, 0, 0, -1
  1,105, 3, 0, 0, -1
  2,120, 0, 0, 3, 15
  2,120, 0, 0, 0,  0
  2,119, 0, 1, 0, -1
  2,118, 0, 2, 0, -1
  2,132, 0, 0, 2, 14
  3,133, 0, 0, 0,  1
  3,132, 0, 1, 0, -1
  3,131, 1, 1, 0, -1
  3,130, 2, 1, 0, -1
  3,129, 2, 2, 0, -1
  3,128, 2, 3, 0, -1
  3,127, 3, 3, 0, -1
  3,126, 3, 4, 0, -1
  3, 96, 0, 0, 2,-30
  3, 96, 0, 0, 0,  0
  3, 95, 1, 0, 0, -1
  3, 94, 1, 1, 0, -1
  3, 93, 1, 2, 0, -1
  3, 92, 2, 2, 0, -1
  3, 91, 2, 3, 0, -1
  3, 90, 3, 3, 0, -1
  3, 89, 4, 3, 0, -1
  3, 88, 5, 3, 0, -1
  3, 87, 5, 4, 0, -1
  3, 86, 5, 5, 0, -1
  4,101, 0, 0, 2, 15
  4,101, 0, 0, 0,  0
  4,100, 1, 0, 0, -1
  4, 99, 1, 1, 0, -1
  4, 98, 1, 2, 0, -1
  4, 97, 2, 2, 0, -1
  4, 96, 3, 2, 0, -1
  4, 95, 4, 2, 0, -1
  4, 94, 5, 2, 0, -1
  4, 93, 5, 3, 0, -1
  4, 92, 6, 3, 0, -1
  4, 91, 7, 3, 0, -1
  4, 90, 8, 3, 0, -1
  4, 60, 0, 0, 3,-30
  4, 60, 0, 0, 0,  0
  4, 59, 1, 0, 0, -1
  4, 58, 2, 0, 0, -1
  4, 57, 3, 0, 0, -1
  4, 71, 0, 0, 3, 14
  5, 72, 0, 0, 0,  1
  5, 71, 0, 1, 0, -1
  5, 70, 1, 1, 0, -1
  5, 69, 2, 1, 0, -1
  5, 68, 3, 1, 0, -1
  5, 67, 4, 1, 0, -1
  5, 66, 5, 1, 0, -1
  5, 36, 0, 0, 3,-30
  5, 36, 0, 0, 0,  0
  5, 35, 1, 0, 0, -1
  5, 34, 1, 1, 0, -1
  5, 33, 2, 1, 0, -1
  5, 32, 3, 1, 0, -1
  5, 31, 4, 1, 0, -1
  5, 30, 5, 1, 0, -1
  5,  0, 0, 0, 3,-30
  0, 99, 0, 1, 0, -1
  0, 98, 1, 1, 0, -1
  0, 97, 2, 1, 0, -1
  0, 96, 3, 1, 0, -1
  0, 95, 4, 1, 0, -1
  0, 94, 5, 1, 0, -1
  1,109, 0, 0, 3, 15
  1,109, 0, 0, 0,  0
  1,108, 1, 0, 0, -1
  1,107, 2, 0, 0, -1
  1,106, 3, 0, 0, -1
  2,121, 0, 0, 3, 15
  2,121, 0, 0, 0,  0
  2,120, 1, 0, 0, -1
  2,119, 2, 0, 0, -1
  2,118, 3, 0, 0, -1
  2, 88, 0, 0, 3,-30
  2, 88, 0, 0, 0,  0
  2, 87, 1, 0, 0, -1
  2, 86, 2, 0, 0, -1
  2, 85, 3, 0, 0, -1
  2, 99, 0, 0, 3, 14
  3,100, 0, 0, 0,  1
  3, 99, 1, 0, 0, -1
  3, 98, 2, 0, 0, -1
  3, 97, 3, 0, 0, -1
  4,112, 0, 0, 3, 15
  4,112, 0, 0, 0,  0
  4,111, 0, 1, 0, -1
  4,110, 0, 2, 0, -1
  5,125, 0, 0, 2, 15
  5,125, 0, 0, 0,  0
  5,124, 0, 1, 0, -1
  5,123, 1, 1, 0, -1
  5,122, 2, 1, 0, -1
  5,121, 2, 2, 0, -1
  5,120, 3, 2, 0, -1
  5,119, 4, 2, 0, -1
  5,118, 4, 3, 0, -1
  5,117, 5, 3, 0, -1
  5,116, 6, 3, 0, -1
  5,115, 6, 4, 0, -1
  5,114, 7, 4, 0, -1
  5,113, 8, 4, 0, -1
  5,112, 8, 5, 0, -1
  5,111, 8, 6, 0, -1
  5,110, 8, 7, 0, -1
  5,124, 0, 0, 2, 14
  6,125, 0, 0, 0,  1
  6,124, 0, 1, 0, -1
  6,123, 1, 1, 0, -1
  6,122, 2, 1, 0, -1
  6,121, 3, 1, 0, -1
  6,120, 4, 1, 0, -1
  6,119, 5, 1, 0, -1
  6, 89, 0, 0, 3,-30
  6, 88, 1, 0, 0, -1
  6, 87, 2, 0, 0, -1
  6, 86, 2, 1, 0, -1
  6, 85, 3, 1, 0, -1
  6, 84, 4, 1, 0, -1
  6, 83, 5, 1, 0, -1
  6, 97, 0, 0, 3, 14
  7, 97, 0, 1, 0,  0
  7, 96, 1, 1, 0, -1
  7, 95, 2, 1, 0, -1
  7, 94, 3, 1, 0, -1
  7, 93, 4, 1, 0, -1
  7, 92, 5, 1, 0, -1
  7, 62, 0, 0, 3,-30
  7, 62, 0, 0, 0,  0
  7, 61, 1, 0, 0, -1
  7, 60, 2, 0, 0, -1
  7, 59, 3, 0, 0, -1
  7, 29, 0, 0, 3,-30
  7, 28, 1, 0, 0, -1
  7, 27, 2, 0, 0, -1
  7, 26, 2, 1, 0, -1
  7, 25, 2, 2, 0, -1
  7, 24, 3, 2, 0, -1
  7, 23, 4, 2, 0, -1
  7, 22, 4, 3, 0, -1
  7, 21, 4, 4, 0, -1
  7, 20, 5, 4, 0, -1
  7, 19, 5, 5, 0, -1
  8, 34, 0, 0, 2, 15
  8, 33, 1, 0, 0, -1
  8, 32, 1, 1, 0, -1
  8, 31, 1, 2, 0, -1
  8, 30, 2, 2, 0, -1
  8, 29, 2, 3, 0, -1
  8, 28, 3, 3, 0, -1
  8, 27, 4, 3, 0, -1
  8, 26, 5, 3, 0, -1
  8, 25, 5, 4, 0, -1
  8, 24, 6, 4, 0, -1
  8, 23, 6, 5, 0, -1
  8, 22, 6, 6, 0, -1
  9, 37, 0, 0, 2, 15
  9, 36, 0, 1, 0, -1
  9, 35, 0, 2, 0, -1
  9,  5, 0, 0, 2,-30
  9,  4, 1, 0, 0, -1
  9,  3, 1, 1, 0, -1
  9,  2, 1, 2, 0, -1
  9,  1, 2, 2, 0, -1
  9,  0, 2, 3, 0, -1
 10, 15, 0, 0, 2, 15
 10, 14, 1, 0, 0, -1
 10, 13, 2, 0, 0, -1
 10, 12, 3, 0, 0, -1
 11, 27, 0, 0, 3, 15
 11, 26, 0, 1, 0, -1
 11, 25, 0, 2, 0, -1
 12, 40, 0, 0, 2, 15
 12, 39, 1, 0, 0, -1
 12, 38, 2, 0, 0, -1
 12, 37, 3, 0, 0, -1
 13, 52, 0, 0, 3, 15
 13, 51, 0, 1, 0, -1
 13, 50, 1, 1, 0, -1
 13, 49, 2, 1, 0, -1
 13, 48, 3, 1, 0, -1
 13, 47, 3, 2, 0, -1
 13, 46, 4, 2, 0, -1
 13, 45, 5, 2, 0, -1
 13, 44, 5, 3, 0, -1
 13, 43, 6, 3, 0, -1
 13, 42, 7, 3, 0, -1
 13, 41, 8, 3, 0, -1
 14, 56, 0, 0, 3, 15
 14, 55, 0, 1, 0, -1
 14, 54, 1, 1, 0, -1
 14, 53, 2, 1, 0, -1
 14, 52, 3, 1, 0, -1
 14, 51, 3, 2, 0, -1
 14, 50, 4, 2, 0, -1
 14, 49, 5, 2, 0, -1
 14, 48, 6, 2, 0, -1
 14, 47, 7, 2, 0, -1
 15, 62, 0, 0, 3, 15
 15, 61, 1, 0, 0, -1
 15, 60, 2, 0, 0, -1
 15, 59, 2, 1, 0, -1
 15, 58, 3, 1, 0, -1
 15, 57, 4, 1, 0, -1
 15, 56, 4, 2, 0, -1
 15, 55, 5, 2, 0, -1
 15, 54, 5, 3, 0, -1
 15, 53, 5, 4, 0, -1
 15, 52, 6, 4, 0, -1
 15, 51, 7, 4, 0, -1
 15, 50, 8, 4, 0, -1
 15, 49, 9, 4, 0, -1
 15, 48,10, 4, 0, -1
 15, 18, 0, 0, 3,-30
 15, 17, 1, 0, 0, -1
 15, 16, 2, 0, 0, -1
 15, 15, 3, 0, 0, -1
 16, 30, 0, 0, 3, 15
 16, 29, 1, 0, 0, -1
 16, 28, 2, 0, 0, -1
 16, 27, 3, 0, 0, -1
 17, 42, 0, 0, 3, 15
 17, 41, 0, 1, 0, -1
 17, 40, 1, 1, 0, -1
 17, 39, 2, 1, 0, -1
 17, 38, 2, 2, 0, -1
 17, 37, 3, 2, 0, -1
 17, 36, 4, 2, 0, -1
 17, 35, 4, 3, 0, -1
 17, 34, 5, 3, 0, -1
 17, 33, 6, 3, 0, -1
 17, 32, 6, 4, 0, -1
 17, 31, 7, 4, 0, -1
 17, 30, 8, 4, 0, -1
 17, 29, 9, 4, 0, -1
 17, 28,10, 4, 0, -1
 18, 43, 0, 0, 3, 15
 18, 42, 1, 0, 0, -1
 18, 41, 1, 1, 0, -1
 18, 40, 1, 2, 0, -1
 18, 39, 2, 2, 0, -1
 18, 38, 3, 2, 0, -1
 18, 37, 4, 2, 0, -1
 18, 36, 4, 3, 0, -1
 18, 35, 5, 3, 0, -1
 18, 34, 6, 3, 0, -1
 18, 33, 7, 3, 0, -1
 18, 32, 7, 4, 0, -1
 18, 31, 7, 5, 0, -1
 18, 30, 7, 6, 0, -1
 18, 29, 7, 7, 0, -1
 19, 44, 0, 0, 2, 15
 19, 43, 0, 1, 0, -1
 19, 42, 0, 2, 0, -1
 20, 57, 0, 0, 2, 15
 20, 56, 1, 0, 0, -1
 20, 55, 1, 1, 0, -1
 20, 54, 1, 2, 0, -1
 20, 53, 1, 3, 0, -1
 21, 68, 0, 0, 2, 15
 21, 67, 1, 0, 0, -1
 21, 66, 2, 0, 0, -1
 21, 65, 2, 1, 0, -1
 21, 64, 3, 1, 0, -1
 21, 63, 4, 1, 0, -1
 21, 62, 4, 2, 0, -1
 21, 61, 4, 3, 0, -1
 21, 60, 4, 4, 0, -1
 21, 59, 5, 4, 0, -1
 21, 58, 5, 5, 0, -1
 22, 73, 0, 0, 2, 15
 22, 72, 1, 0, 0, -1
 22, 71, 1, 1, 0, -1
 22, 70, 1, 2, 0, -1
 22, 69, 2, 2, 0, -1
 22, 68, 3, 2, 0, -1
 22, 67, 4, 2, 0, -1
 22, 66, 5, 2, 0, -1
 22, 65, 5, 3, 0, -1
 22, 64, 5, 4, 0, -1
 22, 63, 6, 4, 0, -1
 22, 62, 7, 4, 0, -1
 22, 61, 8, 4, 0, -1
 22, 60, 9, 4, 0, -1
 22, 59, 9, 5, 0, -1
 22, 58, 9, 6, 0, -1
 22, 57, 9, 7, 0, -1
 22, 56,10, 7, 0, -1
 22, 55,11, 7, 0, -1
 22, 54,12, 7, 0, -1
 22, 53,13, 7, 0, -1
 22, 52,13, 8, 0, -1
 22, 51,14, 8, 0, -1
 22, 50,14, 9, 0, -1
 22, 49,15, 9, 0, -1
 22, 48,16, 9, 0, -1
 22, 47,17, 9, 0, -1
 22, 46,18, 9, 0, -1
 22, 16, 0, 0, 3,-30
 22, 15, 1, 0, 0, -1
 22, 14, 2, 0, 0, -1
 22, 13, 3, 0, 0, -1
 23, 28, 0, 0, 3, 15
 23, 27, 0, 1, 0, -1
 23, 26, 0, 2, 0, -1
 24, 41, 0, 0, 2, 15
 24, 40, 1, 0, 0, -1
 24, 39, 2, 0, 0, -1
 24, 38, 3, 0, 0, -1
 25, 53, 0, 0, 3, 15
 25, 52, 1, 0, 0, -1
 25, 51, 1, 1, 0, -1
 25, 50, 1, 2, 0, -1
 25, 49, 1, 3, 0, -1
 26, 64, 0, 0, 2, 15
 26, 63, 1, 0, 0, -1
 26, 62, 1, 1, 0, -1
 26, 61, 2, 1, 0, -1
 26, 60, 3, 1, 0, -1
 26, 59, 4, 1, 0, -1
 26, 58, 4, 2, 0, -1
 26, 57, 5, 2, 0, -1
 26, 56, 6, 2, 0, -1
 26, 55, 6, 3, 0, -1
 26, 54, 7, 3, 0, -1
 26, 53, 8, 3, 0, -1
 27, 68, 0, 0, 3, 15
 27, 67, 0, 1, 0, -1
 27, 66, 1, 1, 0, -1
 27, 65, 1, 2, 0, -1
 27, 64, 2, 2, 0, -1
 27, 63, 3, 2, 0, -1
 27, 62, 3, 3, 0, -1
 27, 61, 4, 3, 0, -1
 27, 60, 5, 3, 0, -1
 27, 59, 5, 4, 0, -1
 27, 58, 5, 5, 0, -1
 28, 73, 0, 0, 2, 15
 28, 72, 1, 0, 0, -1
 28, 71, 2, 0, 0, -1
 28, 70, 3, 0, 0, -1
 29, 85, 0, 0, 3, 15
 29, 84, 0, 1, 0, -1
 29, 83, 0, 2, 0, -1
 30, 98, 0, 0, 2, 15
 30, 97, 1, 0, 0, -1
 30, 96, 2, 0, 0, -1
 30, 95, 3, 0, 0, -1
 31,110, 0, 0, 3, 15
 31,109, 0, 1, 0, -1
 31,108, 0, 2, 0, -1
 32,123, 0, 0, 2, 15
 32,122, 0, 1, 0, -1
 32,121, 0, 2, 0, -1
 33,136, 0, 0, 2, 15
 33,136, 0, 0, 0,  0
 33,135, 1, 0, 0, -1
 33,134, 2, 0, 0, -1
 33,133, 2, 1, 0, -1
 33,132, 3, 1, 0, -1
 33,131, 3, 2, 0, -1
 33,130, 3, 3, 0, -1
 33,129, 4, 3, 0, -1
 33,128, 4, 4, 0, -1
 33,127, 4, 5, 0, -1
 34,142, 0, 0, 2, 15
 34,141, 1, 0, 0, -1
 34,140, 1, 1, 0, -1
 34,139, 1, 2, 0, -1
 34,138, 2, 2, 0, -1
 34,137, 2, 3, 0, -1
 34,136, 2, 4, 0, -1
 35,151, 0, 0, 2, 15
 35,150, 1, 0, 0, -1
 35,149, 2, 0, 0, -1
 35,148, 3, 0, 0, -1
 36,163, 0, 0, 3, 15
 36,162, 1, 0, 0, -1
 36,161, 2, 0, 0, -1
 36,160, 2, 1, 0, -1
 36,159, 3, 1, 0, -1
 36,158, 4, 1, 0, -1
 36,157, 5, 1, 0, -1
 37,172, 0, 0, 3, 15
 37,171, 1, 0, 0, -1
 37,170, 2, 0, 0, -1
 37,169, 3, 0, 0, -1
 38,184, 0, 0, 3, 15
 38,183, 0, 1, 0, -1
 38,182, 1, 1, 0, -1
 38,181, 1, 2, 0, -1
 38,180, 2, 2, 0, -1
 38,179, 2, 3, 0, -1
 38,178, 3, 3, 0, -1
 38,177, 4, 3, 0, -1
 38,176, 5, 3, 0, -1
 38,175, 6, 3, 0, -1
 38,174, 7, 3, 0, -1
 38,173, 7, 4, 0, -1
 38,172, 8, 4, 0, -1
 38,171, 9, 4, 0, -1
 38,170, 9, 5, 0, -1
 38,169,10, 5, 0, -1
 38,168,11, 5, 0, -1
 38,167,12, 5, 0, -1
 39,182, 0, 0, 3, 15
 39,181, 1, 0, 0, -1
 39,180, 2, 0, 0, -1
 39,179, 3, 0, 0, -1
 40,194, 0, 0, 3, 15
 40,193, 0, 1, 0, -1
 40,192, 0, 2, 0, -1
 41,207, 0, 0, 2, 15
 41,206, 1, 0, 0, -1
 41,205, 2, 0, 0, -1
 41,204, 3, 0, 0, -1
 42,219, 0, 0, 3, 15
 42,218, 1, 0, 0, -1
 42,217, 1, 1, 0, -1
 42,216, 1, 2, 0, -1
 42,215, 2, 2, 0, -1
 42,214, 2, 3, 0, -1
 42,213, 2, 4, 0, -1
 43,228, 0, 0, 2, 15
 43,227, 1, 0, 0, -1
 43,226, 1, 1, 0, -1
 43,225, 2, 1, 0, -1
 43,224, 3, 1, 0, -1
 43,223, 4, 1, 0, -1
 43,222, 5, 1, 0, -1
 44,237, 0, 0, 3, 15
 44,236, 0, 1, 0, -1
 44,235, 0, 2, 0, -1
 45,250, 0, 0, 2, 15
 45,249, 0, 1, 0, -1
 45,248, 0, 2, 0, -1
 46,263, 0, 0, 2, 15
 46,262, 0, 1, 0, -1
 46,261, 1, 1, 0, -1
 46,260, 2, 1, 0, -1
 46,259, 3, 1, 0, -1
 46,258, 4, 1, 0, -1
 46,257, 4, 2, 0, -1
 46,256, 5, 2, 0, -1
 46,255, 5, 3, 0, -1
 46,254, 6, 3, 0, -1
 46,253, 7, 3, 0, -1
 46,252, 7, 4, 0, -1
 46,251, 8, 4, 0, -1
 46,250, 9, 4, 0, -1
 46,249, 9, 5, 0, -1
 46,248,10, 5, 0, -1
 46,247,11, 5, 0, -1
 46,246,12, 5, 0, -1
 47,261, 0, 0, 3, 15
 47,260, 1, 0, 0, -1
 47,259, 1, 1, 0, -1
 47,258, 1, 2, 0, -1
 47,257, 1, 3, 0, -1
 48,272, 0, 0, 2, 15
 48,271, 0, 1, 0, -1
 48,270, 0, 2, 0, -1
 48,240, 0, 0, 2,-30
 48,239, 0, 1, 0, -1
 48,238, 0, 2, 0, -1
 49,253, 0, 0, 2, 15
 49,252, 1, 0, 0, -1
 49,251, 1, 1, 0, -1
 49,250, 2, 1, 0, -1
 49,249, 2, 2, 0, -1
 49,248, 3, 2, 0, -1
 49,247, 3, 3, 0, -1
 49,246, 3, 4, 0, -1
 50,261, 0, 0, 2, 15
 50,260, 1, 0, 0, -1
 50,259, 1, 1, 0, -1
 50,258, 1, 2, 0, -1
 50,257, 2, 2, 0, -1
 50,256, 3, 2, 0, -1
 50,255, 4, 2, 0, -1
 50,254, 5, 2, 0, -1
 50,253, 6, 2, 0, -1
 50,252, 7, 2, 0, -1
 51,267, 0, 0, 3, 15
 51,266, 0, 1, 0, -1
 51,265, 0, 2, 0, -1
 52,280, 0, 0, 2, 15
 52,279, 1, 0, 0, -1
 52,278, 1, 1, 0, -1
 52,277, 2, 1, 0, -1
 52,276, 2, 2, 0, -1
 52,275, 3, 2, 0, -1
 52,274, 3, 3, 0, -1
 52,273, 4, 3, 0, -1
 52,272, 5, 3, 0, -1
 52,271, 6, 3, 0, -1
 52,270, 6, 4, 0, -1
 52,269, 7, 4, 0, -1
 52,268, 7, 5, 0, -1
 52,267, 7, 6, 0, -1
 52,266, 7, 7, 0, -1
 53,281, 0, 0, 2, 15
 53,280, 1, 0, 0, -1
 53,279, 1, 1, 0, -1
 53,278, 2, 1, 0, -1
 53,277, 3, 1, 0, -1
 53,276, 4, 1, 0, -1
 53,275, 4, 2, 0, -1
 53,274, 4, 3, 0, -1
 53,273, 4, 4, 0, -1
 53,272, 4, 5, 0, -1
 54,287, 0, 0, 2, 15
 54,286, 1, 0, 0, -1
 54,285, 2, 0, 0, -1
 54,284, 2, 1, 0, -1
 54,283, 3, 1, 0, -1
 54,282, 4, 1, 0, -1
 54,281, 4, 2, 0, -1
 54,280, 5, 2, 0, -1
 54,279, 5, 3, 0, -1
 54,278, 6, 3, 0, -1
 54,277, 6, 4, 0, -1
 54,276, 7, 4, 0, -1
 54,275, 8, 4, 0, -1
 54,274, 8, 5, 0, -1
 54,273, 8, 6, 0, -1
 54,272, 8, 7, 0, -1
